Level1	Level2	Level3	SEED_Function	P08	S19	P18	C08	S04
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	Hydroxymethylglutaryl-CoA_lyase_(EC_4.1.3.4)	0.666666667	0	0.922222222	0	0.866666667
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.8.1)"	0	0	0.25	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	Methylcrotonyl-CoA_carboxylase_biotin-containing_subunit_(EC_6.4.1.4)	0.285714286	0	0	0	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	Methylcrotonyl-CoA_carboxylase_carboxyl_transferase_subunit_(EC_6.4.1.4)	0	0	0.181818182	0	0.166666667
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	Methylglutaconyl-CoA_hydratase_(EC_4.2.1.18)	0	0	0.45	0.25	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	Methylmalonate-semialdehyde_dehydrogenase_(EC_1.2.1.27)	1.166666667	0.890608875	0.444444444	0	1.056547619
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	"Predicted_transcriptional_regulator_LiuQ_of_leucine_degradation_pathway,_TetR_family"	1	0	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	Succinyl-CoA:3-ketoacid-coenzyme_A_transferase_subunit_B_(EC_2.8.3.5)	0.25	0	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched chain amino acid degradation regulons	Transcriptional_regulator_BkdR_of_isoleucine_and_valine_catabolism_operon	0	1.4	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	(R)-citramalate_synthase_(EC_2.3.1.182)	1	6	15	3	6
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	2-isopropylmalate_synthase_(EC_2.3.3.13)	18	22.46666667	11.9	12.5	19.16666667
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	3-isopropylmalate_dehydratase_large_subunit_(EC_4.2.1.33)	6.010526316	21.96608187	11.33333333	6.5	16.1283426
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	3-isopropylmalate_dehydratase_small_subunit_(EC_4.2.1.33)	1.5	5	3.5	2.5	3.761904762
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	3-isopropylmalate_dehydrogenase_(EC_1.1.1.85)	10	11.5	10.5	6.5	12.44444444
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Acetolactate_synthase_large_subunit_(EC_2.2.1.6)	20.16163522	43.38846154	30.98333333	26.63325653	54.65432709
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Acetolactate_synthase_large_subunit_homolog	0	0	0.75	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Acetolactate_synthase_small_subunit_(EC_2.2.1.6)	5.785714286	6.045454545	10.5	2.5	10.5
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Branched-chain_amino_acid_aminotransferase_(EC_2.6.1.42)	1.163772176	1.877482996	2.966702742	1.102777778	2.366676216
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	"DNA-binding_protein_DoeX,_ectoine_utilization_regulator"	0	0	0	0.5	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Diaminopropionate_ammonia-lyase_(EC_4.3.1.15)	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Dihydroxy-acid_dehydratase_(EC_4.2.1.9)	25.84307692	47	36.8	32	39
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Ketol-acid_reductoisomerase_(EC_1.1.1.86)	5.158514493	17.18657407	9.672835498	6.03030303	13.4297619
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	L-threo-3-hydroxyaspartate_ammonia-lyase_(EC_4.3.1.16)	0.833333333	0.833333333	0.25	0.25	0.333333333
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	"Leucine-responsive_regulatory_protein,_regulator_for_leucine_(or_lrp)_regulon_and_high-affinity_branched-chain_amino_acid_transport_system"	11	8.833333333	9	5	8.716450216
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Leucine_dehydrogenase_(EC_1.4.1.9)	0	0.333333333	1.5	1.5	0.5
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	"Serine_racemase_(EC_5.1.1.18)_@_L-serine_dehydratase,_(PLP)-dependent_(EC_4.3.1.17)_@_D-serine_ammonia-lyase_(EC_4.3.1.18)"	0	0	0.583333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	"Serine_racemase_(EC_5.1.1.18)_@_L-serine_dehydratase,_(PLP)-dependent_(EC_4.3.1.17)_@_D-serine_ammonia-lyase_(EC_4.3.1.18)_#_projected_from_mammalian_enzyme_(PMID:11054547)"	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Threonine/serine_dehydratases	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	"Threonine_dehydratase,_catabolic_(EC_4.3.1.19)"	5.049242424	0	1.453787879	0.333333333	3.069444444
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	"Threonine_dehydratase,_catabolic_(EC_4.3.1.19)_@_L-serine_dehydratase,_(PLP)-dependent_(EC_4.3.1.17)"	4.490367965	0	0.623106061	0.5	1.445915033
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Threonine_dehydratase_(EC_4.3.1.19)	0.933333333	0	2.583333333	0.5	1
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Threonine_dehydratase_biosynthetic_(EC_4.3.1.19)	12.33333333	28.5	12	17.33333333	29.75
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	Valine--pyruvate_aminotransferase_(EC_2.6.1.66)	6.233333333	4.166666667	3.166666667	0.333333333	7.595238095
Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis	pyridoxal-phosphate_dependent_enzyme_family_protein	1.083333333	0	0.333333333	0	1.333333333
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Acetoacetyl-CoA_synthetase_(EC_6.2.1.16)	0.5	9.722222222	2.6	0.7	5.5
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Acetoacetyl-CoA_synthetase_(EC_6.2.1.16)_/_Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	0.642857143	0	2.2	0.5	1.119047619
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Acetoacetyl-CoA_synthetase_[leucine]_(EC_6.2.1.16)	0	0.333333333	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Acyl-CoA_dehydrogenase	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	FadE25_2	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Hydroxymethylglutaryl-CoA_lyase_(EC_4.1.3.4)	0.666666667	7.733333333	7.238888889	2	3.45
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4)	0.333333333	6.5	5.666666667	2.666666667	3.904761905
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.8.1)"	0	0	0.25	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.99.2)"	0	0	0	0	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Butyryl-CoA_dehydrogenase_(EC_1.3.8.1)	0	0.166666667	0	0.666666667	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Methylcrotonyl-CoA_carboxylase_biotin-containing_subunit_(EC_6.4.1.4)	0.285714286	4.5	5.922222222	3.55952381	1.80952381
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Methylcrotonyl-CoA_carboxylase_carboxyl_transferase_subunit_(EC_6.4.1.4)	1.239337474	5.047619048	4.027813853	2.25	6.12967033
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	Methylglutaconyl-CoA_hydratase_(EC_4.2.1.18)	0.803921569	4.416666667	3.978571429	3.083333333	3.5
Amino Acids and Derivatives	Branched-chain amino acids	HMG CoA Synthesis	"Predicted_transcriptional_regulator_LiuR_of_leucine_degradation_pathway,_MerR_family"	2	5	5	2	5
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Acetoacetyl-CoA_synthetase_(EC_6.2.1.16)	0	0.222222222	0.6	0.2	0.5
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Acetoacetyl-CoA_synthetase_(EC_6.2.1.16)_/_Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	0.142857143	0	0.7	0	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Acetoacetyl-CoA_synthetase_[leucine]_(EC_6.2.1.16)	0	0.333333333	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Acyl-CoA_dehydrogenase	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Branched-chain_acyl-CoA_dehydrogenase_(EC_1.3.99.12)	0	0.25	1.958333333	0.25	0.983333333
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)"	0	0.75	0	0	0.4
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)_/_Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	0	0.45	1.2	0.833333333	0.2
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	0.2	0.810714286	0.157894737	0.680555556	1.155555556
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Branched-chain_amino_acid_aminotransferase_(EC_2.6.1.42)	0.111111111	1.133514539	1.848845599	0.527777778	0.671266234
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)	0	0.125	0.125	0.105263158	0.498120301
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	0.410714286	0.32202381	0.904761905	0.571793468	0.674837662
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)_/_Dihydrolipoamide_dehydrogenase_of_pyruvate_dehydrogenase_complex_(EC_1.8.1.4)	0	0.235294118	0	0	0.339869281
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)	0	0	0.333333333	0	0.0625
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)_/_Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	0	0	0	0	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Dihydrolipoamide_dehydrogenase_of_pyruvate_dehydrogenase_complex_(EC_1.8.1.4)_@_Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	0	0.150780794	0	0	0.28327131
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Dihydrolipoamide_succinyltransferase_component_(E2)_of_2-oxoglutarate_dehydrogenase_complex_(EC_2.3.1.61)	0	0	0.004405286	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	FadE25_2	0	0	0.333333333	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Hydroxymethylglutaryl-CoA_lyase_(EC_4.1.3.4)	0	0.866666667	2.038888889	0	1.783333333
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Hydroxymethylglutaryl-CoA_reductase_(EC_1.1.1.34)	0.25	1.583333333	0.583333333	1	1.333333333
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4)	0.333333333	3.25	2.666666667	2.666666667	3.761904762
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.8.1)"	0	0	0.25	0	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.99.2)"	0	0	0	0	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Butyryl-CoA_dehydrogenase_(EC_1.3.8.1)	0	0.166666667	0	0.666666667	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Leucine_dehydrogenase_(EC_1.4.1.9)	0	0	0.333333333	0.5	0
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Methylcrotonyl-CoA_carboxylase_biotin-containing_subunit_(EC_6.4.1.4)	0.702380952	0.25	3.061111111	1.342857143	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Methylcrotonyl-CoA_carboxylase_carboxyl_transferase_subunit_(EC_6.4.1.4)	0.937060041	1.00952381	4.256818182	1.75	2.283516484
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Methylglutaconyl-CoA_hydratase_(EC_4.2.1.18)	0.892156863	0.916666667	2.192857143	1.583333333	1.5
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Succinyl-CoA:3-ketoacid-coenzyme_A_transferase_subunit_A_(EC_2.8.3.5)	0.2	0.2	0.322222222	0	0.783333333
Amino Acids and Derivatives	Branched-chain amino acids	HMG-CoA	Succinyl-CoA:3-ketoacid-coenzyme_A_transferase_subunit_B_(EC_2.8.3.5)	0.25	0.142857143	1.366666667	0	0.4
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	0.317647059	0.2	0.811111111	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_@_17hydroxysteroid_dehydrogenase_type_10_(HSD10)-like	0.2	0	0	0	0.2
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-hydroxyadipyl-CoA_dehydrogenase	0	0.333333333	0	0.166666667	0.333333333
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-hydroxybutyryl-CoA_dehydrogenase_(EC_1.1.1.157);_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	1.077380952	0.166666667	0.601190476	0	0.285714286
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-ketoacyl-CoA_thiolase_(EC_2.3.1.16)	0.142857143	0.371428571	0.445714286	0.34741784	0.731184074
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-ketoacyl-CoA_thiolase_(EC_2.3.1.16);_Acetyl-CoA_acetyltransferase_(EC_2.3.1.9)	0.451282051	0	0.2	0.066666667	0.143589744
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-ketoacyl-CoA_thiolase_(EC_2.3.1.16)_##_anaerobic_beta-oxidation_pathway	0.145009416	0.257575758	0.090909091	0	0.229166667
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-ketoacyl-CoA_thiolase_(EC_2.3.1.16)_@_Acetyl-CoA_acetyltransferase_(EC_2.3.1.9)	0.615524233	0.743167943	1.918659534	0.646306562	1.721108885
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"3-ketoacyl-CoA_thiolase_(EC_2.3.1.16)_@_Acetyl-CoA_acetyltransferase_(EC_2.3.1.9),_FadA2"	0	0	0	0.083333333	0.043478261
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	3-ketoacyl-CoA_thiolase_[isoleucine_degradation]_(EC_2.3.1.16)	4	12	1.5	8.666666667	10.66666667
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"3-oxoadipyl-CoA_thiolase_(EC_2.3.1.174)_@_3-oxo-5,6-dehydrosuberyl-CoA_thiolase_(EC_2.3.1.223)"	0	0	0.071428571	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Acyl-CoA_dehydrogenase	0.333333333	0	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.8.1)"	2.271428571	16.78104396	5.034482759	5.090909091	6.566666667
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.99.2)"	5.907142857	52.53436908	5.866666667	10.09090909	32.7224359
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Acyl-CoA_dehydrogenase_PA4979	0	0	0.066666667	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Branched-chain_acyl-CoA_dehydrogenase_(EC_1.3.99.12)	0.5	0.25	2.75	0.25	0.883333333
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)"	0.5	2.25	0.333333333	0.833333333	1.4
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_alpha_subunit_(EC_1.2.4.4)_/_Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	0.333333333	1.95	2.033333333	2.5	1.4
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"Branched-chain_alpha-keto_acid_dehydrogenase,_E1_component,_beta_subunit_(EC_1.2.4.4)"	0.45	2.501190476	0.513157895	0.680555556	1.488888889
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Branched-chain_amino_acid_aminotransferase_(EC_2.6.1.42)	0.451680672	1.502482996	1.380988456	0.661111111	1.849029157
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Butyryl-CoA_dehydrogenase_(EC_1.3.8.1)	0.035714286	4.244698118	2.888451013	0.125	3.143589744
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Butyryl-CoA_dehydrogenase_(EC_1.3.99.2)	0.875	1.17569155	1.997998412	0.358766234	1.160543112
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Carnitine_3-dehydrogenase_(EC_1.1.1.108)_@_3-hydroxybutyryl-CoA_dehydrogenase_(EC_1.1.1.157)_@_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	0.166666667	0	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)	0	0.458333333	0.129405286	0.407894737	0.661862991
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)	0.25	0.25	0.333333333	0	0.0625
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Dihydrolipoamide_dehydrogenase_of_branched-chain_alpha-keto_acid_dehydrogenase_(EC_1.8.1.4)_/_Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	0	0	0	0.142857143	0.285714286
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Dihydrolipoamide_succinyltransferase_component_(E2)_of_2-oxoglutarate_dehydrogenase_complex_(EC_2.3.1.61)	0	0	0.004405286	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Enoyl-CoA_hydratase_(EC_4.2.1.17)	1.870854146	0.236111111	3.497893773	1.101190476	1.191666667
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_3,2-trans-enoyl-CoA_isomerase_(EC_5.3.3.8)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)"	0	0	0.166666667	0	0.129032258
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_/_3-hydroxybutyryl-CoA_epimerase_(EC_5.1.2.3)	2.181818182	0.595238095	0.761904762	0.285714286	0.993506494
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Enoyl-CoA_hydratase_(EC_4.2.1.17)_/_Delta(3)-cis-delta(2)-trans-enoyl-CoA_isomerase_(EC_5.3.3.8)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_/_3-hydroxybutyryl-CoA_epimerase_(EC_5.1.2.3)	2.047510823	4.099981299	3.104711955	1.647907648	5.669661485
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)	0	0.333333333	0.2	1.133333333	0.166666667
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)_/_3-hydroxyacyl-CoA_dehydrogenase_(EC_1.1.1.35)_/_3-hydroxybutyryl-CoA_epimerase_(EC_5.1.2.3)	0.366666667	0	1.84047619	1.85	0.465151515
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Enoyl-CoA_hydratase_[valine_degradation]_(EC_4.2.1.17)_/_Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)	1.333333333	6.291666667	0.5	1	4.5
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	"Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4);_Acyl-CoA_dehydrogenase,_short-chain_specific_(EC_1.3.8.1)"	0	0	0	0	0.142857143
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Predicted_protein_[Source:UniProtKB/TrEMBL;Acc:B9ILU7]	0	0	0.2	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Probable_acyl-CoA_dehydrogenase_(EC_1.3.99.3)	0	0	0.5	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	Transcriptional_regulator_BkdR_of_isoleucine_and_valine_catabolism_operon	0	1.2	0	0	1
Amino Acids and Derivatives	Branched-chain amino acids	Isoleucine degradation	phosphotransbutyrylase_(EC_2.3.1.19)	0.833333333	0.5	0	0.333333333	0
Amino Acids and Derivatives	Branched-chain amino acids	Ketoisovalerate oxidoreductase	Acetyl-CoA_synthetase_(EC_6.2.1.1)	0.5	0	0	1	0.321428571
Amino Acids and Derivatives	Branched-chain amino acids	Ketoisovalerate oxidoreductase	Acetyl-coenzyme_A_synthetase_(EC_6.2.1.1)	7.530067155	14.92619048	13.32077922	6.1	12.48744589
Amino Acids and Derivatives	Branched-chain amino acids	Ketoisovalerate oxidoreductase	Hydroxymethylglutaryl-CoA_synthase_(EC_2.3.3.10)	0	0.5	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Ketoisovalerate oxidoreductase	"Pyruvate:ferredoxin_oxidoreductase,_gamma_subunit_(EC_1.2.7.1)_/_Pyruvate:ferredoxin_oxidoreductase,_delta_subunit_(EC_1.2.7.1)"	5	0	1.5	0.5	0
Amino Acids and Derivatives	Branched-chain amino acids	Khodge314 Isoleucine Biosynthesis	2-iminobutanoate/2-iminopropanoate_deaminase_RidA_(EC_3.5.99.10)	1	2	0	0	4
Amino Acids and Derivatives	Branched-chain amino acids	Khodge314 Isoleucine Biosynthesis	Acetolactate_synthase_large_subunit_(EC_2.2.1.6)	0.037735849	0	0	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Khodge314 Isoleucine Biosynthesis	Dihydroxy-acid_dehydratase_(EC_4.2.1.9)	0.156923077	0	0.2	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Khodge314 Isoleucine Biosynthesis	Ketol-acid_reductoisomerase_(EC_1.1.1.86)	0.2	0	0	0	0.1
Amino Acids and Derivatives	Branched-chain amino acids	Khodge314 Isoleucine Biosynthesis	"RidA/YER057c/UK114_superfamily,_group_2,_YoaB-like_protein"	1	1	1	1	0
Amino Acids and Derivatives	Branched-chain amino acids	Khodge314 Isoleucine Biosynthesis	RutC_family_protein_YjgH	0	0	0	0	1
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	2-isopropylmalate_synthase_(EC_2.3.3.13)	18	25.53333333	14.1	14.5	21.83333333
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	3-isopropylmalate_dehydratase_large_subunit_(EC_4.2.1.33)	5.010526316	22.16608187	13.66666667	7.5	18.8716574
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	3-isopropylmalate_dehydratase_small_subunit_(EC_4.2.1.33)	1.5	5	3.5	2.5	5.238095238
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	3-isopropylmalate_dehydrogenase_(EC_1.1.1.85)	10	11.5	10.5	6.5	12.55555556
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	Branched-chain_amino_acid_aminotransferase_(EC_2.6.1.42)	1.163772176	2.002482996	3.091702742	1.227777778	2.25872167
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	LysR_family_transcriptional_activator_LeuO_##_leuABCD_operon_(and_possibly_CRISPR_immunity)	5	2	3	0	0
Amino Acids and Derivatives	Branched-chain amino acids	Leucine Biosynthesis	Predicted_protein	0	0	1	0	0
